tickets_id;agents_id;assignment_date;resolution_time;issue;submission_date;status;solutions_id;agents_name;agents_department;email;resolution_summary;solved_date
112;44;2025/02/10;35;Accept likely both military develop ok indeed benefit.;2025/01/22;Closed;57;Christopher Arnold;Customer Service;fordsandra@example.org;Want rate exactly protect discover strategy weight politics there pretty ability road.;2025/01/29
1099;38;2025/01/01;34;Soldier ten pass develop follow pick.;2025/01/06;Pending;1535;Justin Green;Customer Service;burkemichael@example.org;Improve local concern call join lot off treat process treatment industry condition certainly.;2025/02/13
1718;47;2025/02/05;71;Per laugh hundred I company piece able election.;2025/01/03;Open;226;Ryan Brown;Field Support;woodschristopher@example.org;Every tell draw hear talk stand instead.;2025/01/15
1801;8;2025/02/16;11;Must ago fall admit few weight appear.;2025/01/18;Pending;1570;Brandon Horn;Field Support;xlang@example.org;Agree form magazine level account property finally.;2025/02/08
1903;73;2025/01/22;19;Country kind college forget study born.;2025/01/08;Pending;826;Allison Mason;Customer Service;phogan@example.com;Nature where enough own quality build street.;2025/02/08
731;74;2025/01/31;56;Throughout sing car build.;2025/01/29;Pending;644;Shannon Moore;Field Support;hoovermichelle@example.com;Night give pressure test easy wife.;2025/02/06
245;78;2025/01/25;68;Every thought those throw candidate trial big hear.;2025/02/03;Pending;239;Christina Blake;IT;ugarrett@example.org;Relate very culture short chance point might that.;2025/02/19
976;70;2025/02/10;9;Forget national this size send author.;2025/01/02;Pending;1877;Alexandria Cowan;Field Support;juan80@example.org;Her stuff entire radio hospital history better might strategy good today water big same.;2025/02/04
376;36;2025/02/18;4;Significant manage energy.;2025/01/05;Closed;908;Laurie Shaw;Customer Service;ayersjason@example.com;Care leave deal information need store both.;2025/02/03
1872;73;2025/01/06;9;Performance health rest high turn operation feel.;2025/01/26;Open;1505;Allison Mason;Customer Service;phogan@example.com;Son politics expect daughter teacher range mouth series have important perhaps notice act.;2025/02/13
31;66;2025/02/10;42;Me national will subject year.;2025/02/08;Open;1949;Sarah Bell;Field Support;williambrown@example.net;Seven head might piece however include necessary stage different break.;2025/01/28
750;74;2025/02/19;62;Body interest image and laugh information.;2025/01/06;Closed;584;Shannon Moore;Field Support;hoovermichelle@example.com;Say newspaper easy no attack pressure never with note now military well.;2025/01/21
568;5;2025/02/17;60;Perform physical moment start expert first evening computer.;2025/02/21;Open;180;Rebecca Byrd;Customer Service;hcole@example.com;Final assume price moment central major court event popular management.;2025/01/28
522;100;2025/02/19;16;Pattern down pressure position.;2025/01/30;Open;1933;Tina Smith;Field Support;shawerin@example.net;Business concern practice keep case it their affect data.;2025/02/22
1305;2;2025/02/18;23;Long national chair game fast go nothing.;2025/02/06;Pending;253;Jeanette Hall;IT;jonathan76@example.org;Smile local choice TV activity that expect thus.;2025/01/26
1304;51;2025/02/12;32;Rather add tax pull.;2025/02/10;Pending;480;Michael Sullivan;IT;cynthiamckee@example.com;See challenge those very condition reason mind reveal open fall field feel seem.;2025/01/15
1858;8;2025/01/19;4;Still idea more consider current friend crime even.;2025/01/15;Pending;551;Brandon Horn;Field Support;xlang@example.org;Public nearly lose agree capital mission measure cultural.;2025/02/15
1357;86;2025/02/15;27;Wrong politics simply chair where hundred rich.;2025/01/12;Open;185;Mary Smith;Field Support;carlostravis@example.com;Guess building free concern behavior there attorney avoid tree doctor gas few bed.;2025/01/03
1012;62;2025/02/04;18;Let water new everything news.;2025/01/24;Open;1933;Catherine Atkins;Customer Service;drakejade@example.net;Business concern practice keep case it their affect data.;2025/02/22
1756;57;2025/02/07;45;School yeah assume each.;2025/01/30;Open;990;Brian Lewis;Customer Service;contreraskevin@example.net;Mention rule reflect identify store might determine dream else billion final miss.;2025/01/01
709;38;2025/01/01;69;Star film once so section audience.;2025/01/14;Closed;423;Justin Green;Customer Service;burkemichael@example.org;Build gun concern later to serve certainly country.;2025/01/19
1448;43;2025/01/24;8;Professor of ahead ago writer fill attention.;2025/01/07;Pending;1349;Alyssa Schultz;Field Support;weberdaniel@example.com;Budget cell case moment marriage three above seven.;2025/01/26
784;100;2025/02/05;32;Themselves project unit they current wall goal.;2025/02/01;Pending;1848;Tina Smith;Field Support;shawerin@example.net;Number watch talk alone any half.;2025/02/10
1417;38;2025/01/21;35;Left ever would education need.;2025/01/13;Closed;485;Justin Green;Customer Service;burkemichael@example.org;Out ever mission arm compare deep citizen even unit both figure.;2025/01/19
1220;73;2025/02/06;1;Only for reflect player anyone.;2025/01/27;Pending;1711;Allison Mason;Customer Service;phogan@example.com;Report itself staff fight television camera system and travel recognize send.;2025/02/02
487;26;2025/01/03;62;Their adult he should Mr.;2025/01/29;Closed;1724;Daniel Gutierrez;Customer Service;jamie18@example.com;Magazine politics part oil mother surface toward individual teacher respond.;2025/01/20
582;58;2025/02/19;31;Artist subject your site beyond audience pull allow.;2025/01/25;Closed;658;Matthew Green;Customer Service;justin87@example.net;Yeah true high city police spring share single reason.;2025/01/18
594;1;2025/02/04;39;Difficult with firm expert name.;2025/02/19;Pending;320;Shannon Reyes;IT;dominique36@example.net;Else last old energy recently part present project thus mouth down expert.;2025/01/03
1595;73;2025/01/06;21;Trade number investment should thus direction find.;2025/02/12;Closed;1574;Allison Mason;Customer Service;phogan@example.com;East south easy Mr wind politics fund suddenly rise sign whole wish her.;2025/02/01
442;67;2025/01/11;51;Represent future history letter one.;2025/01/23;Closed;1713;Wanda Shepard;Customer Service;mark27@example.com;Popular ready watch beautiful key citizen.;2025/02/05
1485;43;2025/01/04;69;Spend defense recognize certain.;2025/02/20;Open;1918;Alyssa Schultz;Field Support;weberdaniel@example.com;Yet eight brother organization result protect.;2025/01/26
1756;41;2025/01/23;58;School yeah assume each.;2025/01/30;Open;990;Shane White;IT;guy51@example.org;Mention rule reflect identify store might determine dream else billion final miss.;2025/01/01
1585;18;2025/01/03;3;Figure from fear.;2025/01/01;Closed;351;Michael Harvey;Field Support;awashington@example.net;Majority card hold foreign rise mention many free us budget attack.;2025/02/21
1470;42;2025/01/18;18;Go your probably.;2025/02/07;Pending;932;Alex Webster;Field Support;jeffrey13@example.net;Start perhaps see song purpose theory official win some two certainly tax.;2025/01/01
1834;40;2025/01/15;1;None lose fill.;2025/02/05;Pending;1526;Victoria Morrison;Field Support;kvalenzuela@example.com;Inside pretty officer determine economic official according Democrat leave and responsibility stock remember.;2025/02/14
1398;96;2025/01/26;24;It best apply herself standard.;2025/01/19;Closed;1110;Amy Watson;Customer Service;richard33@example.com;Expert among nature which great middle.;2025/01/15
334;39;2025/01/29;71;Group when oil group stand start result pattern.;2025/01/03;Closed;44;Angelica Knox;IT;jennifer03@example.org;Both PM worker begin law include until clearly audience.;2025/01/13
718;33;2025/01/11;60;Friend heart value since song.;2025/02/02;Open;1205;Stacie Andrade;Field Support;cnelson@example.com;None senior usually cup military reveal might Mrs free.;2025/02/14
208;74;2025/01/15;16;Do all send around.;2025/02/21;Closed;893;Shannon Moore;Field Support;hoovermichelle@example.com;Even different need democratic number wide cup treat own.;2025/02/13
1026;64;2025/02/17;31;Hospital ok although drug ready.;2025/01/16;Open;1638;Samantha Mcpherson;Field Support;gperez@example.com;Discuss them bag option base room learn race.;2025/01/15
746;49;2025/02/08;52;Child reason term old every lead out responsibility.;2025/01/02;Closed;1627;Brandon Dixon;IT;jkennedy@example.org;Skill certainly far knowledge picture determine join.;2025/02/11
807;7;2025/01/11;31;Nearly husband my cost response local major.;2025/02/04;Closed;1515;Barbara Mcclure;Customer Service;kellymatthew@example.org;Third author think item shake customer bring front eight.;2025/01/24
514;53;2025/01/15;50;Republican reveal none thank.;2025/01/10;Open;520;Angel Finley;IT;allison12@example.org;Drive push course wish current hot later science simple rule same pick consider.;2025/01/13
1694;16;2025/01/25;40;Series little offer.;2025/02/22;Pending;926;Jason Turner;IT;tracy22@example.net;This five believe pay score save.;2025/02/21
858;60;2025/02/07;3;Three hour democratic effect more.;2025/02/07;Pending;1914;Scott Salinas;Customer Service;princejessica@example.net;Provide each food recognize language put available image series little social.;2025/01/20
1111;28;2025/01/18;11;Year street seven ahead play reduce.;2025/01/28;Open;1757;Thomas Ingram;Field Support;danielscarla@example.net;Bag line well may process several lot physical wish.;2025/01/09
1553;96;2025/01/08;21;Decide arm hot their will.;2025/01/12;Open;151;Amy Watson;Customer Service;richard33@example.com;These include guess where model area stock run ever test continue meeting beat.;2025/02/03
1920;17;2025/01/07;8;Animal century prove trouble.;2025/02/10;Pending;1446;Kristin Campbell;Field Support;paul90@example.org;Attorney because him once pull main price seat thousand.;2025/02/14
697;61;2025/02/11;71;General cup Congress.;2025/02/07;Closed;383;Danielle Stevenson;IT;wesley25@example.org;Hot sing miss job operation environment woman skill sense future candidate girl.;2025/01/02
1020;27;2025/01/23;15;Sell cell require.;2025/01/24;Closed;464;Jacob Miller MD;Field Support;robert49@example.com;Understand election success or whom green.;2025/01/17
884;56;2025/02/18;24;Job lead response sit.;2025/02/06;Closed;175;Chelsea Norton;Field Support;dawnjones@example.com;Resource interest fall add not military majority could really doctor.;2025/02/17
885;46;2025/01/16;56;Break protect simply argue seat.;2025/02/02;Closed;1363;Aaron Love;IT;lopezjeffrey@example.com;Law though special usually oil environmental.;2025/01/07
916;49;2025/02/02;65;Degree wrong window suggest your try.;2025/01/11;Closed;1747;Brandon Dixon;IT;jkennedy@example.org;Side government final financial if agree.;2025/02/21
731;84;2025/02/10;55;Throughout sing car build.;2025/01/29;Pending;644;Penny Rodriguez;IT;mmccann@example.net;Night give pressure test easy wife.;2025/02/06
1524;13;2025/02/17;50;Impact hospital product place.;2025/01/17;Pending;1112;John Anderson;Customer Service;tsnyder@example.org;Option position kitchen argue material place social identify just where.;2025/01/05
1230;58;2025/02/21;32;Condition address century discuss green.;2025/01/31;Open;985;Matthew Green;Customer Service;justin87@example.net;Ahead back food election exist company its and production way.;2025/01/10
492;80;2025/01/19;17;Key wife certain east project.;2025/01/04;Closed;1199;Brenda Figueroa;Customer Service;fletcherjennifer@example.org;Save trial watch call place perhaps wear statement true director similar American fast.;2025/02/03
1432;1;2025/02/05;42;Look serve piece history Republican hospital.;2025/01/25;Open;468;Shannon Reyes;IT;dominique36@example.net;Product read institution real dark last statement.;2025/01/07
849;74;2025/01/04;22;Boy look fill dinner.;2025/01/09;Closed;1271;Shannon Moore;Field Support;hoovermichelle@example.com;Experience source above piece degree life sort great table voice goal conference rule.;2025/02/18
804;98;2025/01/12;23;Go support wall east practice may.;2025/01/10;Open;250;Wendy White;Field Support;crystalhanna@example.com;Political region wide life room letter sound threat service wrong while people.;2025/01/30
1326;37;2025/02/08;23;Wide hear explain others ahead generation.;2025/01/11;Pending;449;David Johnston;Field Support;ucollins@example.com;Past mother surface page tax plan though pull letter history.;2025/02/05
1230;54;2025/01/07;28;Condition address century discuss green.;2025/01/31;Open;985;Benjamin Young;Field Support;johnstonsteve@example.com;Ahead back food election exist company its and production way.;2025/01/10
392;90;2025/01/24;53;Figure magazine yet late street.;2025/01/07;Closed;1958;Sara White;Field Support;andreaclements@example.org;Camera role loss federal lot particularly song travel take assume while he.;2025/02/12
